beta,train_mse_all,val_mse_all,test_mse_all,test_mae_all,test_mse_low,test_mae_low,test_mse_med,test_mae_med,test_mse_high,test_mae_high
1.0,0.0985483091989785,1.0208052117053847,1.0345440110232649,0.7805227284611931,1.1697229146957395,0.828454852104187,1.099638819694519,0.8027054667472839,0.9786275029182434,0.7623144388198853
0.9,0.0873962967975382,1.014703172987928,1.0160706055911446,0.7714010972895424,1.0221384763717651,0.7810423374176025,1.1380507946014404,0.8214528560638428,0.9651327133178712,0.7565281987190247
0.8,0.0573563215157612,1.0848399415014085,1.0630512774405354,0.792572566220513,1.1890432834625244,0.8351632356643677,1.1543629169464111,0.8126351833343506,1.0047953128814695,0.7753148078918457
0.7,0.0544331429513015,1.0542193783692595,1.0499446202528138,0.7867823157747024,1.1746429204940796,0.8490422964096069,1.1727944612503052,0.816005289554596,0.9857593178749084,0.765808641910553
0.6,0.0410139106636262,1.048135668447875,1.0559174058184486,0.7937170781773168,1.196131467819214,0.8624531626701355,1.1593302488327026,0.8254549503326416,0.985089898109436,0.7694907784461975
0.5,0.0309001079547639,1.072852948450823,1.0655873917904588,0.7903724881840404,1.3511871099472046,0.9087727665901184,1.1658926010131836,0.827424943447113,0.9729923605918884,0.7578233480453491
0.4,0.0252973851116918,1.065556619416418,1.0622585189576728,0.7932324721238474,1.361370086669922,0.92326158285141,1.1197808980941772,0.8198074102401733,0.9767221808433532,0.7634904980659485
0.3,0.0227437017327974,1.0673028760911625,1.0916033739843414,0.8003358090023072,1.3905415534973145,0.90672105550766,1.1959456205368042,0.8387981653213501,1.005357027053833,0.7741909027099609
0.2,0.0194566970403065,1.0937408986898278,1.122486482978223,0.8145076826467252,1.322643518447876,0.9157769083976746,1.1585105657577517,0.8298196792602539,1.0438512563705444,0.7868257164955139
0.1,0.020408978848817278,1.029772775426292,1.0603762982971106,0.7930689422838352,1.4342012405395508,0.9745365977287292,1.1294327974319458,0.8229644894599915,0.9717974662780762,0.7570996284484863
